2016-12-23 12:06:32,848 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:06:34,531 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Starting Quartz Scheduler now
2016-12-23 12:06:53,084 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Beginning ticket cleanup.
2016-12-23 12:06:53,089 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - 0 tickets found to be removed.
2016-12-23 12:06:53,090 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Finished ticket cleanup.
2016-12-23 12:08:33,602 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2016-12-23 12:08:33,603 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:08:37,757 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Shutting down Quartz Scheduler
2016-12-23 12:09:08,414 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:09:10,146 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Starting Quartz Scheduler now
2016-12-23 12:09:28,658 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Beginning ticket cleanup.
2016-12-23 12:09:28,664 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - 0 tickets found to be removed.
2016-12-23 12:09:28,664 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Finished ticket cleanup.
2016-12-23 12:11:09,198 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2016-12-23 12:11:09,199 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:13:09,174 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2016-12-23 12:13:09,175 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:15:09,174 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2016-12-23 12:15:09,175 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:16:25,264 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Shutting down Quartz Scheduler
2016-12-23 12:16:37,648 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:16:39,297 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Starting Quartz Scheduler now
2016-12-23 12:16:57,889 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Beginning ticket cleanup.
2016-12-23 12:16:57,895 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - 0 tickets found to be removed.
2016-12-23 12:16:57,895 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Finished ticket cleanup.
2016-12-23 12:18:03,333 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Shutting down Quartz Scheduler
2016-12-23 12:18:35,108 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:18:36,676 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Starting Quartz Scheduler now
2016-12-23 12:18:55,345 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Beginning ticket cleanup.
2016-12-23 12:18:55,350 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - 0 tickets found to be removed.
2016-12-23 12:18:55,351 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Finished ticket cleanup.
2016-12-23 12:19:05,475 INFO [org.jasig.cas.web.flow.InitialFlowSetupAction] - Setting path for cookies to: /cas-server/
2016-12-23 12:19:05,475 INFO [org.jasig.cas.web.flow.InitialFlowSetupAction] - Setting path for cookies to: /cas-server/
2016-12-23 12:20:35,755 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2016-12-23 12:20:35,756 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:22:35,755 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2016-12-23 12:22:35,755 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:24:35,754 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2016-12-23 12:24:35,755 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:26:35,755 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2016-12-23 12:26:35,755 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-23 12:27:17,087 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Shutting down Quartz Scheduler
2016-12-27 13:40:23,909 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
2016-12-27 13:40:25,324 INFO [org.jasig.cas.util.AutowiringSchedulerFactoryBean] - Starting Quartz Scheduler now
2016-12-27 13:40:43,245 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Beginning ticket cleanup.
2016-12-27 13:40:43,248 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - 0 tickets found to be removed.
2016-12-27 13:40:43,248 INFO [org.jasig.cas.ticket.registry.support.DefaultTicketRegistryCleaner] - Finished ticket cleanup.
2016-12-27 13:42:23,989 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Reloading registered services.
2016-12-27 13:42:23,990 INFO [org.jasig.cas.services.DefaultServicesManagerImpl] - Loaded 1 services.
